#polish
#Titles
emperor_polish;Cesarz;Cesarz;Cesarz;;Cesarz;;;;;;;;;x
emperor_female_polish;Cesarzowa;Cesarzowa;Cesarzowa;;Cesarzowa;;;;;;;;;x
empire_of_polish;Cesarstwo;Cesarstwo;Cesarstwo;;Cesarstwo;;;;;;;;;x
king_polish;Król;Król;Król;;Król;;;;;;;;;x
king_female_polish;Królowa;Królowa;Królowa;;Królowa;;;;;;;;;x
kingdom_of_polish;Królestwo;Królestwo;Królestwo;;Królestwo;;;;;;;;;x
title_prince_polish;Królewicz;Królewicz;Królewicz;;Królewicz;;;;;;;;;x
title_prince_female_polish;Królewna;Królewna;Królewna;;Królewna;;;;;;;;;x
duke_polish;Ksiaze;Ksiaze;Ksiaze;;Ksiaze;;;;;;;;;x
duke_female_polish;Ksiezna;Ksiezna;Ksiezna;;Ksiezna;;;;;;;;;x
duchy_of_polish;Ksiestwo;Ksiestwo;Ksiestwo;;Ksiestwo;;;;;;;;;x
count_polish;Hrabia;Hrabia;Hrabia;;Hrabia;;;;;;;;;x
count_female_polish;Hrabina;Hrabina;Hrabina;;Hrabina;;;;;;;;;x
county_of_polish;Hrabstwo;Hrabstwo;Hrabstwo;;Hrabstwo;;;;;;;;;x
#pommeranian
#Titles -PH-
emperor_pommeranian;Cesarz;Cesarz;Cesarz;;Cesarz;;;;;;;;;x
emperor_female_pommeranian;Cesarzowa;Cesarzowa;Cesarzowa;;Cesarzowa;;;;;;;;;x
empire_of_pommeranian;Cesarstwo;Cesarstwo;Cesarstwo;;Cesarstwo;;;;;;;;;x
king_pommeranian;Król;Król;Król;;Król;;;;;;;;;x
king_female_pommeranian;Królowa;Królowa;Królowa;;Królowa;;;;;;;;;x
kingdom_of_pommeranian;Królestwo;Królestwo;Królestwo;;Królestwo;;;;;;;;;x
title_prince_pommeranian;Królewicz;Królewicz;Królewicz;;Królewicz;;;;;;;;;x
title_prince_female_pommeranian;Królewna;Królewna;Królewna;;Królewna;;;;;;;;;x
duke_pommeranian;Ksiaze;Ksiaze;Ksiaze;;Ksiaze;;;;;;;;;x
duke_female_pommeranian;Ksiezna;Ksiezna;Ksiezna;;Ksiezna;;;;;;;;;x
duchy_of_pommeranian;Ksiestwo;Ksiestwo;Ksiestwo;;Ksiestwo;;;;;;;;;x
count_pommeranian;Hrabia;Hrabia;Hrabia;;Hrabia;;;;;;;;;x
count_female_pommeranian;Hrabina;Hrabina;Hrabina;;Hrabina;;;;;;;;;x
county_of_pommeranian;Hrabstwo;Hrabstwo;Hrabstwo;;Hrabstwo;;;;;;;;;x
#bohemian
#Titles
emperor_bohemian;Císar;Císar;Císar;;Císar;;;;;;;;;x
emperor_female_bohemian;Císarovna;Císarovna;Císarovna;;Císarovna;;;;;;;;;x
empire_of_bohemian;Císarství;Císarství;Císarství;;Císarství;;;;;;;;;x
king_bohemian;Král;Král;Král;;Král;;;;;;;;;x
king_female_bohemian;Královna;Královna;Královna;;Královna;;;;;;;;;x
kingdom_of_bohemian;Království;Království;Království;;Království;;;;;;;;;x
title_prince_bohemian;Princ;Princ;Princ;;Princ;;;;;;;;;x
title_prince_female_bohemian;Princezna;Princezna;Princezna;;Princezna;;;;;;;;;x
duke_bohemian;Vévoda;Vévoda;Vévoda;;Vévoda;;;;;;;;;x
duke_female_bohemian;Vévodkyne;Vévodkyne;Vévodkyne;;Vévodkyne;;;;;;;;;x
duchy_of_bohemian;Vévodství;Vévodství;Vévodství;;Vévodství;;;;;;;;;x
count_bohemian;Hrabe;Hrabe;Hrabe;;Hrabe;;;;;;;;;x
count_female_bohemian;Hrabenka;Hrabenka;Hrabenka;;Hrabenka;;;;;;;;;x
county_of_bohemian;Hrabství;Hrabství;Hrabství;;Hrabství;;;;;;;;;x
